Package Name,Versions,Total Services,License,Description,Homepage,Repository,Dev Dependency,Services Using
react-transition-group,4.4.5,3,BSD-3-Clause,"A react component toolset for managing animations",https://github.com/reactjs/react-transition-group#readme,git+https://github.com/reactjs/react-transition-group.git,No,""cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/sdk-admin""
react-universal-interface,0.6.2,1,Unknown,"Universal Children Definition for React Components",https://github.com/streamich/react-universal-interface#readme,git+https://github.com/streamich/react-universal-interface.git,No,""cloned-repos/airtimemedia/the-force""
react-use,17.6.0; 2.2.7; 2.2.1,1,Unknown,"",,,No,""cloned-repos/airtimemedia/the-force""
react-virtuoso,4.2.1; 4.2.0; 4.1.0,5,MIT,"<img src=""https://user-images.githubusercontent.com/13347/101237112-ec4c6000-36de-11eb-936d-4b6b7ec94976.png"" width=""229"" />",https://virtuoso.dev/,git+https://github.com/petyosi/react-virtuoso.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website""
read,2.1.0; 1.0.7,6,ISC,"read(1) for node programs",https://github.com/npm/read#readme,git+https://github.com/npm/read.git,No,""cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/platform-docs/website""
read-cache,2.3.0; 1.0.0,9,Unknown,"",,,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda""
read-cmd-shim,4.0.0; 1.0.5,3,ISC,"Figure out what a cmd-shim is pointing at. This acts as the equivalent of fs.readlink.",https://github.com/npm/read-cmd-shim#readme,git+https://github.com/npm/read-cmd-shim.git,Yes,""cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/platform-docs/website""
read-file-relative,1.2.0,1,MIT,"Read files with path relative to the current module without annoying boilerplate code ",https://github.com/inikulin/read-file-relative,https://github.com/inikulin/read-file-relative,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation""
read-installed,5.7.2; 4.0.3,3,Unknown,"",,,Yes,""cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops""
read-package-json,6.0.1; 5.0.2; 2.1.2; 2.1.1; 2.0.0,5,ISC,"The thing npm uses to read package.json files with semantics and defaults and validation",https://github.com/npm/read-package-json#readme,git+https://github.com/npm/read-package-json.git,Yes,""cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/platform-docs/website""
read-package-json-fast,3.0.2; 2.0.3; 1.2.2,3,ISC,"Like read-package-json, but faster",https://github.com/npm/read-package-json-fast#readme,git+https://github.com/npm/read-package-json-fast.git,Yes,""cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/platform-docs/website""
read-package-tree,5.3.1,2,ISC,"Read the contents of node_modules.",https://github.com/npm/read-package-tree,git+https://github.com/npm/read-package-tree.git,Yes,""cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops""
read-package-up,11.0.0; 4.41.0,1,Unknown,"",,,No,""cloned-repos/airtimemedia/bor-gullet""
read-pkg,9.0.1; 8.3.0; 7.1.0; 5.7.2; 5.2.0; 4.41.0; 4.0.1; 3.0.0; 2.8.9; 2.5.0; 2.0.0; 1.1.0; 0.6.0,20,MIT,"Read a package.json file",https://github.com/sindresorhus/read-pkg#readme,git+https://github.com/sindresorhus/read-pkg.git,Yes,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
read-pkg-up,9.1.0; 7.2.0; 7.0.1; 6.3.0; 6.0.0; 5.0.0; 4.1.0; 4.0.0; 2.3.0; 2.1.0; 2.0.0; 1.1.2; 1.0.1; 1.0.0; 0.8.1,16,MIT,"Read the closest package.json file",https://github.com/sindresorhus/read-pkg-up#readme,git+https://github.com/sindresorhus/read-pkg-up.git,Yes,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
readable-stream,5.1.2; 4.7.0; 4.5.2; 4.4.2; 4.3.0; 3.6.2; 3.6.1; 3.6.0; 3.4.0; 2.3.8; 2.3.7; 2.3.6; 2.0.6; 1.1.14; 1.0.34; 1.0.0; 0.0.1,60,Unknown,"",,,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/kafka-poc/nodejs, cloned-repos/airtimemedia/kafka-poc/nodejs-v2, cloned-repos/airtimemedia/kafka-poc/nodejs-v3, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace-external/lambda, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/tests, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/airtimemedia/skia/tools/lottie-web-perf, cloned-repos/airtimemedia/skia/tools/lottiecap, cloned-repos/airtimemedia/skia/tools/perf-canvaskit-puppeteer, cloned-repos/airtimemedia/skia/tools/run-wasm-gm-tests, cloned-repos/airtimemedia/skia/tools/skottie-wasm-perf, cloned-repos/airtimemedia/stormtrooper-emails, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
readable-web-to-node-stream,3.0.2; 3.0.1,3,MIT,"Converts a Web-API readable-stream into a Node readable-stream.",https://github.com/Borewit/readable-web-to-node-stream#readme,git+https://github.com/Borewit/readable-web-to-node-stream.git,Yes,""cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/sd-avatar-preview""
readdir-glob,5.1.6; 2.0.2; 2.0.1; 1.1.3; 1.1.1,5,Unknown,"",,,Yes,""cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/the-force""
readdir-scoped-modules,1.1.0,3,ISC,"Like `fs.readdir` but handling `@org/module` dirs as if they were a single entry.",https://github.com/npm/readdir-scoped-modules,git+https://github.com/npm/readdir-scoped-modules.git,Yes,""cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops""
readdirp,4.1.2; 4.0.0; 3.6.0; 3.5.0; 3.4.0; 3.2.2; 3.2.0; 3.1.10; 3.0.0; 2.3.7; 2.3.2; 2.2.1; 2.1.1; 2.0.1; 1.1.1; 1.0.0; 0.1.1,60,MIT,"Recursive version of fs.readdir with small RAM & CPU footprint.",https://github.com/paulmillr/readdirp,git://github.com/paulmillr/readdirp.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/airtime-lite, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/skia/modules/canvaskit, cloned-repos/airtimemedia/skia/modules/pathkit, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/text-research, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/metrics-collector/metrics-collector""
readline-sync,1.4.10,1,MIT,"Synchronous Readline for interactively running to have a conversation with the user via a console(TTY).",https://github.com/anseki/readline-sync,git://github.com/anseki/readline-sync.git,No,""cloned-repos/airtimemedia/boca/automation-test""
real-require,0.2.0,3,MIT,"Keep require and import consistent after bundling or transpiling",https://github.com/pinojs/real-require,git+https://github.com/pinojs/real-require.git,No,""cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/vandenberg-monitor""
realpath-native,1.1.0,1,MIT,"Use the system's native `realpath`",https://github.com/SimenB/realpath-native#readme,git+https://github.com/SimenB/realpath-native.git,Yes,""cloned-repos/airtimemedia/reconnecting-websocket""
recaptcha-v3,1.10.0,1,Apache-2.0,"[![npm](https://img.shields.io/npm/v/recaptcha-v3.svg)](https://www.npmjs.com/package/recaptcha-v3) [![npm type definitions](https://img.shields.io/npm/types/recaptcha-v3.svg)](https://www.npmjs.com/package/recaptcha-v3) [![Standard](https://img.shields.i",,https://github.com/AurityLab/recaptcha-v3,No,""cloned-repos/airtimemedia/yoda""
recast,0.23.11; 0.23.9; 0.16.1,2,MIT,"JavaScript syntax tree transformer, nondestructive pretty-printer, and automatic source map generator",http://github.com/benjamn/recast,git://github.com/benjamn/recast.git,Yes,""cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/yoda""
rechoir,0.8.0; 0.7.1; 0.6.2,21,MIT,"Prepare a node environment to require files with different extensions.",https://github.com/gulpjs/rechoir#readme,git+https://github.com/gulpjs/rechoir.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
reconnecting-websocket,4.4.0,2,MIT,"Reconnecting WebSocket",https://github.com/pladaria/reconnecting-websocket#readme,git+https://github.com/pladaria/reconnecting-websocket.git,No,""cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/the-force""
recrawl-sync,2.2.3; 1.14.1,1,MIT,"[![npm](https://img.shields.io/npm/v/recrawl-sync.svg)](https://www.npmjs.com/package/recrawl-sync) [![ci](https://github.com/aleclarson/recrawl/actions/workflows/release.yml/badge.svg)](https://github.com/aleclarson/recrawl/actions/workflows/release.yml)",https://github.com/aleclarson/recrawl/tree/sync,git+https://github.com/aleclarson/recrawl.git,No,""cloned-repos/airtimemedia/yoda""
recursive-readdir,2.2.3,3,MIT,"Get an array of all files in a directory and subdirectories.",https://github.com/jergason/recursive-readdir#readme,git://github.com/jergason/recursive-readdir.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/transcription-demo""
redent,3.0.0; 2.1.0; 1.0.0,14,MIT,"Strip redundant indentation and indent the string",https://github.com/sindresorhus/redent#readme,git+https://github.com/sindresorhus/redent.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite""
redeyed,2.1.1,3,MIT,"Takes JavaScript code, along with a config and returns the original code with tokens wrapped as configured.",https://github.com/thlorenz/redeyed#readme,git://github.com/thlorenz/redeyed.git,Yes,""cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/the-force""
redis,5.8.0; 4.6.12; 4.2.0; 3.1.2,5,MIT,"A modern, high performance Redis client",https://github.com/redis/node-redis,git://github.com/redis/node-redis.git,No,""cloned-repos/airtimemedia/boost-release/libs/redis/benchmarks/nodejs/echo_server_over_redis, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/mos-eisley""
redis-commands,1.7.0,3,MIT,"Redis commands",https://github.com/NodeRedis/redis-commands,git+https://github.com/NodeRedis/redis-commands.git,Yes,""cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa""
redis-errors,1.2.0,5,MIT,"Error classes used in node_redis",https://github.com/NodeRedis/redis-errors#readme,git+https://github.com/NodeRedis/redis-errors.git,No,""cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/shasta/shasta""
redis-parser,3.0.0,5,MIT,"Javascript Redis protocol (RESP) parser",https://github.com/NodeRedis/node-redis-parser#readme,git+https://github.com/NodeRedis/node-redis-parser.git,No,""cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/shasta/shasta""
redoc,2.0.0,1,MIT,"ReDoc",https://github.com/Redocly/redoc#readme,git://github.com/Redocly/redoc.git,Yes,""cloned-repos/airtimemedia/platform-docs/website""
reduce-flatten,2.0.0; 1.0.1,6,MIT,"Flatten an array into the supplied array.",https://github.com/75lb/reduce-flatten#readme,git+https://github.com/75lb/reduce-flatten.git,No,""cloned-repos/airtimemedia/skia/tools/lottie-web-perf, cloned-repos/airtimemedia/skia/tools/lottiecap, cloned-repos/airtimemedia/skia/tools/perf-canvaskit-puppeteer, cloned-repos/airtimemedia/skia/tools/run-wasm-gm-tests, cloned-repos/airtimemedia/skia/tools/skottie-wasm-perf, cloned-repos/airtimemedia/yoda""
reflect-metadata,0.1.14; 0.1.13,4,Apache-2.0,"Polyfill for Metadata Reflection API",http://rbuckton.github.io/reflect-metadata,git+https://github.com/rbuckton/reflect-metadata.git,Yes,""cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/platform-docs/website""
reflect.getprototypeof,1.0.10; 1.0.4,4,MIT,"An ES2015 mostly-spec-compliant `Reflect.getPrototypeOf` sham/polyfill/replacement that works in as many engines as possible",https://github.com/es-shims/Reflect.getPrototypeOf,git+https://github.com/es-shims/Reflect.getPrototypeOf.git,Yes,""cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/the-force""
refractor,3.6.0,2,MIT,"Lightweight, robust, elegant virtual syntax highlighting using Prism",https://github.com/wooorm/refractor#readme,git+https://github.com/wooorm/refractor.git,No,""cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/the-force""
reftools,1.1.9,1,BSD-3-Clause,"Utility functions to deal with references in objects",https://github.com/mermade/oas-kit#readme,git+https://github.com/Mermade/oas-kit.git,Yes,""cloned-repos/airtimemedia/platform-docs/website""
regenerate,1.4.2,10,MIT,"Generate JavaScript-compatible regular expressions based on a given set of Unicode symbols or code points.",https://mths.be/regenerate,git+https://github.com/mathiasbynens/regenerate.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
regenerate-unicode-properties,10.2.0; 10.1.0; 8.2.0,10,MIT,"Regenerate sets for Unicode properties and values.",https://github.com/mathiasbynens/regenerate-unicode-properties,git+https://github.com/mathiasbynens/regenerate-unicode-properties.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
regenerator-runtime,0.14.1; 0.14.0; 0.13.11; 0.13.9; 0.13.7; 0.11.1; 0.10.5,18,MIT,"Runtime for Regenerator-compiled generator and async functions.",https://github.com/facebook/regenerator/tree/main#readme,git+https://github.com/facebook/regenerator.git#main,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/lambdas/common-layer/nodejs, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda""
regenerator-transform,0.15.2; 0.15.1; 0.14.5; 0.10.1,8,MIT,"Explode async and generator functions into a state machine.",https://github.com/facebook/regenerator/tree/main#readme,git+https://github.com/facebook/regenerator.git#main,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/transcription-demo""
regex-not,3.0.2; 1.0.2; 1.0.1,7,Unknown,"",,,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/yoda""
regex-parser,2.3.0; 2.2.11,5,MIT,"A module that parses a string as regular expression and returns the parsed value.",https://github.com/IonicaBizau/regex-parser.js,git+ssh://git@github.com/IonicaBizau/regex-parser.js.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/transcription-demo""
regexp-to-ast,0.5.0,2,MIT,"Parses a Regular Expression and outputs an AST",https://github.com/bd82/regexp-to-ast#readme,git+https://github.com/bd82/regexp-to-ast.git,No,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/oakland/oakland""
regexp-tree,0.1.24,1,MIT,"Regular Expressions parser in JavaScript",https://github.com/DmitrySoshnikov/regexp-tree,git+https://github.com/DmitrySoshnikov/regexp-tree.git,Yes,""cloned-repos/airtimemedia/grogu-external""
regexp.prototype.flags,1.5.4; 1.5.3; 1.5.2; 1.5.1; 1.5.0; 1.4.3; 1.3.1; 1.3.0,24,MIT,"ES6 spec-compliant RegExp.prototype.flags shim.",https://github.com/es-shims/RegExp.prototype.flags#readme,git://github.com/es-shims/RegExp.prototype.flags.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test""
